Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,4/24/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Caribbean small states,CSS,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,,,,,,,,,,,,,25.84353431,26.40030057,45.89595703,39.05898572,41.27852902,30.89197177,26.73805589,25.63622807,40.3213184,39.34105965,34.59447473,25.26420771,24.46321679,24.31613684,19.57876943,18.55308987,18.02676381,10.20783011,14.61951546,15.31724762,12.50108554,13.70913916,7.875193964,7.697359061,15.32210264,12.07255954,10.49877038,15.17601007,19.72585332,18.23674806,18.44193122,20.05344846,19.53457914,26.37325671,25.6810688,25.31197526,30.62488215,24.27561544,25.31132836,31.4553734,31.75668839,35.11647944,32.1529987,21.96410097,,,
Cuba,CUB,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.42066201,,,,,,,,,,16.68993828,23.94182168,20.19501642,20.83610385,21.60862719,23.36910791,26.05062941,0.10664204,,,,,,,,,,,,
Curacao,CUW,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,,,,,,,,,,,,,,,,,,,,,12.11819815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,,,,,,,,,,,7.125063917,8.013737888,6.970573601,5.5929071,12.86840681,15.98535542,15.15945407,13.94276306,11.10098018,12.55060533,18.61717083,21.67641152,20.44560866,18.85369247,18.35594492,18.15635571,12.74784923,12.47024299,9.18134571,9.732867858,10.69151114,10.43682797,8.664837902,10.28447627,8.51259294,7.819419374,8.558084019,8.392497001,6.653974456,8.75064046,12.81252597,12.0628238,10.94209743,9.93770432,12.01853541,16.14937077,18.08088278,16.81586649,19.68249981,17.57104883,20.15788353,25.09583786,30.17777783,28.94764208,24.6543897,21.81798717,17.85686282,17.4301019,
Czech Republic,CZE,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.88687337,9.967905655,7.808442835,8.714019947,8.649332835,6.147095216,6.519350792,9.601553133,9.006847817,13.56255277,7.410169356,6.531651538,6.511380126,8.890213521,7.790641414,10.3106509,9.12742509,9.489918247,10.0179322,10.31347369,9.557289183,8.140783568,6.492675035,4.856825999,5.420420848,
Germany,DEU,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,,,12.62253487,13.47037032,15.12085443,13.11716788,11.96722687,14.50796256,9.413784031,8.178211504,12.46761241,16.6205439,14.51405368,17.79683781,28.05421483,25.63471517,25.86408721,17.867573,16.01137714,19.34440069,22.01823244,23.97836207,23.15010679,20.90594707,20.14779242,19.52780098,11.31067633,9.482483929,7.578758761,7.508573359,8.249893793,8.300875456,7.418804157,7.926301617,6.98013421,6.48820982,7.635133339,7.508922663,5.590183385,5.767043804,8.59089476,8.75045352,8.401272009,8.625277731,9.155890159,11.44769793,12.03234958,10.50997616,13.59884997,11.26217468,11.4733345,13.29502571,14.31881377,14.09861909,12.13211118,9.247213512,7.154671523,7.692976173,
Djibouti,DJI,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,,,0.457601081,,,,,,,,,,,,,,,,,,7.960139361,8.944735081,,9.366261575,8.359296473,9.831422314,7.124869496,7.128618666,7.021629712,6.685145664,6.993029466,9.131751776,,,,,,,,,,,,,,,,,,6.460103797,,,,,,,,,
Dominica,DMA,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,,,,,,,,,,,,,,,,,,6.650903876,5.824134723,6.23376993,8.813763255,8.587465829,,8.304528293,,10.94453335,7.511322357,6.562658384,5.582392232,5.307611412,6.057293299,7.865447989,,6.376564577,6.586525639,5.637725245,6.559553816,6.836801528,,6.363566896,9.60019722,9.837352475,9.475078095,10.8880543,11.11543772,13.27287892,15.49027635,17.2072521,15.66031081,15.66317892,17.32060951,,22.16092755,,,,,,
Denmark,DNK,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,,,12.21912928,12.95772523,11.41885007,10.54168293,10.76101784,10.58467923,11.57563632,10.116522,10.47089624,12.14467674,10.91578899,10.64643796,19.16717754,18.59691663,16.43281371,16.83627224,15.58264257,19.57099722,22.40835859,24.06308343,22.5109914,19.55284473,18.13373709,17.22039699,8.84086951,7.878696418,6.320963012,7.202391476,6.953008136,5.292735261,4.779539087,5.05525625,4.181342024,3.358693344,3.853170362,3.866285607,2.886068018,3.124976379,5.725117018,4.145193734,4.435144171,4.774717328,5.373957412,6.895213121,6.00483537,5.056333341,7.550244123,6.263938081,7.327325585,9.052728172,10.05738565,10.56823817,8.47625855,6.466622689,5.162725591,5.534055855,
Dominican Republic,DOM,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,,,,,,,,,,,,,10.36539271,11.99602173,16.58192239,22.58411241,1.592021113,20.78478551,22.58420756,26.50081951,25.38919893,32.85944862,34.1124852,36.23356351,40.50717679,35.23089757,,,,,,,,,,,,,,,,22.56479426,0.9932201,1.481725481,1.629452026,1.351090292,1.540520755,1.618518491,1.541391115,21.07544017,24.63556216,25.29409382,25.4475877,28.1982876,22.840509,15.64182778,13.70274671,16.63007998,
Algeria,DZA,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,,,,,,,1.050409656,,1.55776326,1.569105013,2.118255328,3.487313834,,1.610431221,1.477884556,1.698723254,1.599184862,1.36059338,1.494649883,1.955512989,2.456456163,2.037578642,1.545070093,2.073754851,2.05891906,1.877258029,2.970491065,2.282213078,2.306283912,1.383916227,1.123381138,3.240594908,1.432620274,1.438642489,0.604262992,1.096266497,1.225377229,1.53523822,1.342760801,1.675265727,1.426291609,1.38232151,1.191983689,0.827711795,0.93830099,0.991573865,1.128308241,1.121166275,1.376097605,1.066950058,2.131796279,2.291909076,9.700073787,7.849371553,4.914099665,4.591345901,3.423314131,4.22770283,
East Asia & Pacific (excluding high income),EAP,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,5.653971942,5.217504213,4.095380932,3.973151657,3.121393071,4.242650433,4.139315356,4.726183024,5.33071381,5.975945614,4.244822742,4.449701083,5.557797218,7.44530527,5.568510112,6.546655031,10.23545744,8.818180896,8.454187993,9.101176439,10.70719881,12.66177029,14.33212264,13.76445315,16.92605454,13.9482523,14.77549737,17.06009596,18.27984193,17.91201578,17.73292457,13.71525391,11.15989319,14.06903184,
Early-demographic dividend,EAR,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,,,,6.837214594,6.305300331,5.543001023,5.243568567,4.831100888,4.485256982,4.647465783,5.432869754,7.143902497,7.637404547,8.438352884,13.10722464,8.069127794,12.9565064,13.32162801,13.65050183,15.80417483,20.29491959,20.14778957,15.18219761,17.70783881,17.06012285,15.40031786,10.14663149,11.43269113,9.918626176,10.72345952,12.92458424,12.82310282,11.43487888,10.40136683,9.735010461,9.977486084,11.21103398,10.94693854,8.615738182,11.907712,14.83011308,14.17627606,13.36533935,13.66139118,14.58797679,16.3953743,17.57889109,17.70660226,18.09647079,15.68987446,16.00363837,17.91869217,19.65247379,18.81031432,18.90041006,14.2404254,12.25157897,15.16900732,
East Asia & Pacific,EAS,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,16.17660966,15.66830862,11.09279234,10.00179787,7.826194777,8.532405562,9.704256336,9.579648794,9.793316833,9.562765018,7.779364296,7.506205129,8.718666087,9.949220411,8.37971365,9.065876318,12.34418379,11.81750997,11.19172221,11.94258337,13.09955474,15.41853846,17.10170325,16.89463801,21.17778026,17.52753211,18.15477306,20.95815418,22.1561022,21.74160896,21.05640783,15.12477193,12.69355229,15.41126006,
Europe & Central Asia (excluding high income),ECA,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.68972544,13.59492376,12.13165114,12.40865504,13.28499492,12.96619026,12.23783229,10.98482547,10.96334623,11.86192563,12.00461545,11.81423132,10.34914163,10.45990496,10.48731148,11.53854394,11.18968233,9.933872466,9.425221822,8.785536089,7.009678864,7.948741346,
Europe & Central Asia,ECS,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,,,13.98705738,12.43125591,12.16373546,11.43232787,10.6440345,11.79927859,10.96748556,9.795888232,10.82031528,13.11004815,11.99996875,12.38210548,20.9998686,20.19684422,20.94119327,18.54102616,17.25520493,19.66280774,23.35148215,25.41296849,24.45863348,22.83538757,22.06223409,20.83740712,12.35460028,10.95311988,8.35346921,9.088295631,9.980674163,9.636811256,8.920068352,8.648364063,8.010649818,7.117818365,8.359643827,7.969541015,6.112416666,6.60527511,9.22586621,8.975253068,8.777329256,8.730684314,9.333574064,11.63364326,12.43346228,11.20050389,13.66208623,11.97609351,13.05897019,15.19489007,16.46293765,15.86949961,13.87795464,10.17469655,8.441057377,9.612181289,
Ecuador,ECU,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,,,2.333935417,13.12747587,3.296654083,8.594144824,3.122654796,10.12941685,3.977719999,6.911857595,6.250205188,8.395889712,6.585508183,3.059668871,17.60883396,2.083370099,1.189681848,0.88982608,0.910254707,,1.276854132,13.14594404,1.618523815,1.634483289,1.566679366,5.702654616,4.178332669,1.676372933,3.60332742,4.317514305,2.119720552,1.102912198,3.999135438,1.67311736,2.987972915,5.939384558,4.427975871,7.758003724,4.967666599,6.915503159,7.413394298,4.446918156,3.5576375,6.509932621,7.26699592,7.681293332,16.7143311,14.86663064,14.75692333,12.81071253,16.60296257,15.9679565,14.28233302,15.51142258,15.37292699,12.16517452,10.40729388,11.18270767,
"Egypt, Arab Rep.",EGY,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,,,,,,7.352520413,6.87606822,7.112629399,7.836621045,8.859032493,9.390125771,7.682388061,6.652535091,2.602438743,2.790476442,6.925141056,5.734667209,2.266297327,1.498844398,0.809954414,1.085208759,2.998563677,4.09203726,5.684822628,4.495530391,3.778558666,3.413699714,2.772364844,2.543739717,2.302543349,2.649250488,2.212366523,1.379409158,1.668315511,1.438224093,1.228283466,1.43017549,1.80067838,4.822575355,6.130631237,7.652126558,4.931942791,4.016296106,5.18115115,8.596983448,13.53118838,16.35853293,14.75898721,11.12338291,9.896054967,13.44305186,14.91097213,18.74134675,14.17850885,13.96207137,15.74872847,14.16575763,17.49678899,
Euro area,EMU,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,,,14.96499936,12.89745866,13.0051766,12.22818737,11.182292,12.72220559,11.51429026,10.17419241,11.67766734,14.10193454,13.02858889,13.4449385,22.62679093,22.05372269,22.38531861,19.61679751,18.07314876,20.53103835,24.47698057,27.32118742,26.22909017,24.52783347,23.62448568,22.3814105,13.00538672,11.03179297,8.212705468,8.718178902,9.293629126,9.03477101,8.403786842,8.689174393,8.006193566,7.097471301,8.205682181,7.950781673,5.871336514,6.454285697,9.640180074,9.379162967,9.054567387,9.33531575,9.986124451,12.67249247,13.7145666,12.11488056,15.2616616,13.39407491,14.64607407,17.12021599,18.77597351,18.34260519,15.88039687,11.5398577,9.513606762,10.7091168,
Eritrea,ERI,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.52640166,0.860445626,,0.842205202,,,,,,,,,,,,,,,
Spain,ESP,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,,,15.67363233,12.63530404,12.72347095,10.03289873,9.637476999,12.37095292,15.45892597,12.60240965,13.3076315,16.44543403,14.44261041,13.03593977,25.44894631,26.02802534,29.45841761,28.61721943,28.65888566,30.50217859,38.69014206,42.52097474,39.87576287,40.34816018,37.84461245,36.1347921,18.91122883,16.3084441,11.38629123,11.79553222,11.65944301,10.88685976,10.10393963,10.92428926,9.437305352,8.355082379,9.372002186,8.971146776,6.403181249,7.188250176,12.17739181,11.23264104,10.85226409,10.42270975,11.22034631,14.07477158,15.72645939,14.94017142,19.43964224,16.49115784,18.48004954,21.46487923,24.52767844,22.88677349,20.93536348,14.05843793,10.84043624,12.98655474,
Estonia,EST,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.90497465,9.29554786,8.028336252,5.621332899,6.919513936,7.224213684,6.699362926,7.21518409,5.997508163,7.452598928,10.28090723,17.83267167,14.38677203,15.86202153,18.67443994,16.41409653,17.58577569,17.37053095,13.70382667,14.7953309,12.6106909,9.065189525,9.244419462,
Ethiopia,ETH,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.55876353,,11.08286401,,10.21329883,24.65418451,11.10696557,20.09928674,17.50012312,12.4087823,11.96935904,14.87474523,15.12243232,19.90418649,13.33337424,23.17416416,15.8594995,18.55279615,17.77276587,20.49285888,12.14829651,17.31479642,9.667010488,10.89580813,,
European Union,EUU,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,,,14.44211326,12.7620096,12.42598427,11.74304125,10.90297979,12.23195366,11.32245651,10.09470978,11.25712319,13.57521516,12.43808715,12.76610441,21.6765433,20.92481468,21.41494146,18.70804631,17.09706336,19.39620344,22.90951569,25.34261331,24.36055259,22.64161449,22.15791993,20.94530408,12.30527221,10.75651479,8.10372476,8.924335694,9.850353546,9.582190022,8.835607432,8.712263118,7.896261019,6.955823606,8.054822155,7.679027778,5.615657414,6.113395193,8.932427061,8.68959552,8.522326621,8.619446031,9.318191449,11.8543057,12.72736131,11.39680269,14.40448321,12.43597771,13.69014396,16.02908197,17.54472967,17.01898071,14.81564679,10.66768999,8.85163095,10.06569656,
Fragile and conflict affected situations,FCS,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,,,,,,,,,,,,,3.913935821,3.3344978,5.287123682,4.821853774,5.283067271,,,,,,,,,,,,,,,,,,,,,,,,9.396382022,9.52015086,7.554031753,,,,,22.15511609,32.24217683,,,,,,,,,,
Finland,FIN,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,,,,9.99347998,10.5972814,9.678966408,10.42471735,11.25107532,13.03310774,11.3263823,11.46322372,13.71098514,13.13455233,12.52491629,21.95860896,19.04280528,21.45157179,23.57593456,22.20643756,26.49405522,29.07827732,30.70382036,27.30775412,26.88481799,24.93906613,24.33369413,15.29968902,13.45223011,9.626476509,9.885941893,11.74740026,13.37204737,12.92224728,12.78654809,11.58519211,8.830661375,10.59784165,9.688243165,7.433498867,8.526301362,11.91474381,11.63536375,11.59716237,12.25408935,12.25108588,13.76257034,15.39367571,13.81949782,17.66095429,14.88789041,18.3800507,21.76717672,22.03544967,22.90061388,19.25957627,12.85652673,12.16432439,12.70364934,
Fiji,FJI,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,,,,,,,,11.01767893,10.71584672,10.75202364,11.02200781,10.47893355,9.935147868,8.944072542,15.70925681,17.42293024,16.0528751,19.27817451,17.44634695,18.43646884,23.06690989,25.67363713,28.55771514,23.22505269,22.01210264,22.73821718,16.65873776,16.34738641,13.48219867,12.80169649,14.14374169,15.03192394,14.09475729,13.619023,11.25869239,,,,,,6.787025207,11.11937129,12.66542741,12.17783493,14.554371,28.81407674,32.75731496,33.15875299,33.94373261,25.70808312,31.7873645,29.83845032,30.10132983,23.39896289,24.24014874,22.85753542,15.00342349,18.71860391,
France,FRA,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,,,15.42227641,16.53795194,15.14342022,15.47713715,13.54814023,14.5075284,13.65801886,11.40400186,12.10912793,13.87672745,13.22630299,12.36169389,22.89393615,22.87016638,22.44654778,21.47128035,19.46725821,21.50535323,26.59605849,28.82577355,26.7009045,24.46118509,24.03668261,22.2571142,12.62710343,10.74981016,8.240761071,8.851104219,9.580860786,9.685624261,8.623268372,8.900089732,7.693309561,6.798092837,8.30181527,8.183996645,5.857551782,6.604127973,10.007784,9.621034132,9.289379799,9.745746865,10.92749727,13.55224746,14.85658329,13.54975425,17.08264981,13.49478865,13.98358644,16.23197238,17.42741788,16.62335197,14.68699436,10.66071822,8.410142733,9.821332184,
Faroe Islands,FRO,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,,,,,,,,,,,,,,,,,14.11362499,15.4124943,13.96129731,16.72672625,21.67590896,23.39348071,24.79102718,19.16732948,16.7059312,17.72598866,9.651296923,6.328185385,5.814927284,10.0027896,12.06595065,12.86020844,12.52607007,15.47164087,11.85456773,,11.6815732,10.80033174,7.244634097,8.116394636,11.81499745,11.76454988,10.65962382,9.172234531,14.13375983,16.25473994,18.79366398,15.82965346,20.98181726,15.76926194,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,GAB,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,,,5.34765126,5.577205199,5.452093244,4.994450038,5.508713193,6.054442277,1.757987275,1.506000598,1.336990455,1.222526183,,,,1.272515922,0.771808707,1.088136337,1.226736646,1.512119327,1.371353678,2.666528569,1.03118321,1.768068548,,,,,,,,,,1.868210576,2.412773739,,3.510014783,2.367326643,2.644775143,2.147978622,4.178209407,6.150387691,1.902350675,2.660095846,3.234870918,3.691341627,3.963243193,4.926526982,4.776794784,7.336411829,,,,,,,,,
United Kingdom,GBR,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,,,11.88860028,11.66724628,10.60986618,10.70221151,10.53089429,11.35280926,11.46056744,10.94709568,10.44841496,12.70475773,11.15424775,10.89478183,20.02023173,17.9249004,18.11783065,14.34615734,11.70548465,11.88090014,13.46841495,14.11754329,12.99800228,10.7353144,13.05464146,12.50695961,7.436791973,6.466468293,4.715583445,5.115740726,6.222260112,6.523323717,5.554754027,4.980983852,4.200886014,3.545298895,3.879640628,3.519708079,2.492373085,2.701549557,4.076929607,4.193087906,4.116924675,4.449605754,6.023659025,8.511649643,9.489209104,8.551563269,11.96423991,9.189687404,10.19623934,12.89268936,14.06350806,13.85399482,12.1262975,8.349708139,6.931418633,8.570755228,
Georgia,GEO,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.78686523,27.41227559,24.30116745,23.00418773,19.57917121,20.84694992,20.77088489,18.04931717,17.25402387,19.93448617,19.44331424,17.59353606,18.05537329,18.09932474,18.34364106,17.86054599,17.392682,17.38579707,16.70003322,16.11101455,14.38905618,14.86950203,
Ghana,GHA,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,,,6.148206281,5.860213627,5.823475839,4.139477713,4.209978089,5.979235063,6.844859221,6.453655486,5.823148489,6.108733217,11.53089718,8.947857095,16.59209319,16.64922129,14.92545365,15.69649103,13.82712537,20.6244851,26.66043191,30.65205182,35.44282561,10.13274394,34.74023537,,,,,,,,17.44513144,,,,5.835391931,23.2303917,18.3733986,17.72635431,21.44774385,22.69254745,8.581655178,18.59617831,,13.64309104,13.76330609,12.42507892,13.83788075,3.04682912,0.974531357,7.196387606,4.074720615,3.687308354,,,1.780868117,2.387723863,
Gibraltar,GIB,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.04705347,26.54093428,10.23299788,9.360744512,7.994554258,24.94869368,18.64568011,21.65727023,,24.70834185,1.932487406,24.57974259,26.12412536,32.96527435,,,,,30.49080587,31.61988446,15.10227379,,,
"Gambia, The",GMB,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,,,,,3.576153387,,,,,,3.618646965,3.13493113,3.507911527,4.573457537,5.262632456,8.927558425,6.335702724,6.668208742,9.250447457,9.311530081,8.729706818,,,,,,,,,,,,,,,14.14603737,9.952180007,10.65886645,6.306698472,5.111896491,11.94385562,7.067798799,10.58987464,10.58504813,14.30141615,16.05073393,17.38228307,16.89463489,19.91744137,15.61490328,20.53230531,22.2460175,27.02319026,23.59018951,21.27013088,18.80370654,17.36633974,29.75854957,
Guinea-Bissau,GNB,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,,,,,,,,,,,6.91988071,6.653035063,5.096143934,,,17.20190864,9.438185101,,,,,,,,,,,,,,,,,,,16.1615974,,,,,,,,1.241580051,11.84440357,16.64823339,,,,,,,,,,,,,
Equatorial Guinea,GNQ,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,,,,,,,,,,,,,,,,,,,,0.078594351,5.892684123,8.375498972,10.42907594,2.748292204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,GRC,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,,,7.295742862,8.744072991,6.958027353,8.421044246,7.380215421,7.935907913,7.213824597,7.440015937,6.875938591,7.313115498,9.854776836,12.29373753,22.21967838,22.13790477,20.38941704,15.19347004,18.67078382,21.21908905,23.39324879,22.01973122,28.67556169,27.43323012,27.32745076,29.52714407,17.43030815,13.83513835,5.10327353,6.432126763,7.733393415,9.670918208,9.814574832,10.66989334,9.847924684,7.290367628,8.789770015,7.846111111,7.361687389,5.559067239,13.4529274,15.22913891,13.91449305,13.76904186,12.70848347,17.92144164,19.17804458,15.23858345,21.62884214,17.20472694,24.54426351,30.92757447,37.6134032,37.3046833,34.37318451,26.69377045,22.68584777,25.0096625,
Grenada,GRD,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,,,,,,,,,,,,,,,,,,8.014746407,7.593616179,9.598433192,12.77929821,,,,11.55994998,9.684710569,7.723864236,5.845816382,5.50529593,5.82870735,6.842733001,7.372965759,,12.0501275,7.682348705,7.814699674,9.737231808,8.00110208,5.417840293,9.075048117,8.775037807,8.81832372,10.01311869,7.350631139,6.15383761,7.171567486,5.905354229,16.67567066,19.33110524,14.51879931,,,,,,,,,
Greenland,GRL,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,,,,,,,,,,,,,,,,,10.66104772,21.78954177,11.94372883,18.68319403,20.35723208,21.25136744,21.15696406,19.94457097,19.47245403,16.84253695,6.888374574,3.708131677,7.552759565,9.634082846,12.02778028,11.96710164,9.919542469,11.24611911,,5.786517214,9.996292705,9.684432594,8.770513688,8.947352081,18.74526867,15.45307072,11.25721105,12.32653674,13.99955415,16.98390941,20.7739732,21.20960077,25.43122334,16.08885761,20.80631652,23.03126039,25.37264907,23.92653824,20.85688461,9.12566681,9.954700821,,
Guatemala,GTM,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,,,,,,6.931387563,5.312571864,3.809972803,2.399809453,2.133594445,2.174145431,5.042937108,7.641709665,7.365102872,13.41802049,14.10086481,12.64058907,14.1025033,12.74769948,10.71500529,24.20671194,37.82906897,19.25213993,16.9134249,32.9934052,35.75350587,16.79531227,12.78449026,5.217836883,4.882006561,16.84786608,16.7214851,13.82750593,12.08791764,11.52598713,12.46238207,14.82817607,10.70888082,8.291731586,9.849487103,14.39745008,13.65279888,12.15747559,13.72856241,14.39968091,15.54620488,19.52686635,18.09317612,19.6089958,19.36246816,18.14754317,19.99423263,19.70562557,19.11966193,19.56662771,14.30283829,13.66774883,15.36384839,
Guam,GUM,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,,,,,,,,,,,8.5945575,8.809119287,9.432357649,13.0059946,18.25112259,16.66086144,14.88572865,20.02553297,24.63928769,21.75945627,,37.4618932,,,,,,,,,,16.23803962,10.75329575,,,,,16.20822929,14.00529452,18.539901,22.28098774,22.22714377,22.2582803,24.48208786,27.53162203,29.41502517,30.30909315,23.9906751,32.54370097,25.71902939,29.85431365,32.91437625,32.30722383,31.97029249,32.64250267,14.31536582,20.3423584,21.43526029,
High income,HIC,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,,,12.47293999,11.52821403,11.29046534,10.87488504,10.15802936,10.75917192,10.22918881,9.420097932,9.928840132,11.5287213,11.24151197,11.76696147,21.34833149,21.95047414,22.37254295,21.4067837,18.59551625,21.13329692,24.94850716,26.0791118,24.55890895,22.07903837,20.82973007,19.48284301,12.41405485,11.34569174,8.898689694,9.375370695,10.95376185,10.15333581,9.503275396,9.133819539,8.191114048,7.488921497,8.53197721,8.610537456,6.660579139,7.134847992,10.02080316,9.92370683,9.656126767,10.46752165,11.31991869,13.73278112,14.81393633,14.07045105,17.75052319,14.91597211,15.76809003,18.19747397,18.64885938,17.89109675,16.08604791,11.13722892,9.219574795,10.85642965,
"Hong Kong SAR, China",HKG,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,,,3.596514913,3.527493336,3.063843959,3.249537258,3.33372777,3.651305207,3.436059647,3.226190911,2.925737657,3.222752173,3.071152337,2.725774609,6.250446854,6.350970176,6.19081219,6.149986036,4.951613445,5.715286093,5.524989938,7.923550613,8.031902057,6.644286791,5.489938402,4.677873147,3.210577642,2.506247926,1.908466264,2.395462155,2.436069261,2.106156039,1.992050075,1.823910945,1.956464831,1.928921043,2.264983657,1.979646218,1.744892806,2.063633076,2.14616483,2.025143918,2.017553039,2.043414291,2.399412891,2.69025472,2.943190378,3.107198534,3.72166881,3.36825239,3.569814844,3.903397418,3.657112603,3.407880581,2.915356689,2.344474606,1.899918488,2.245215951,
